Date,ID,Url,Username,Source_Location,Location,Tweets,Number_of_Likes,Number_of_Followers,Number_of_Retweets
2022-10-02 08:00:41+00:00,1.57648E+18,https://twitter.com/MADMoConcept/status/1576482286744506368,MADMoConcept,Twitter for Android,"abuja, nigeria","“Nigeria's Independence &amp; The Way Forward“ with @madmoconcept, Ifeoma Ogidi-Paul, Agaba, Abdulkass Moses. Earlier Today at 9:00 AM on @clubhouse! https://t.co/e5QPVVcXLr",1,25291,0
2022-10-02 08:00:34+00:00,1.57648E+18,https://twitter.com/anookomimah/status/1576482257346650114,anookomimah,Twitter for Android,"Federal Capital Territory, Nig","#NigeriaAt62 
#NigeriaIndependence 
#Nigeria 
#NigeriaDecides2023 
#NigeriaIndependenceDay https://t.co/bLr5rxWwhS",0,513,0
2022-10-02 08:00:29+00:00,1.57648E+18,https://twitter.com/Eshozemogie/status/1576482236173799424,Eshozemogie,Twitter for iPhone,Utopia,"@ChelseaFC  hey my lovely club. A little happy Independence Day message to Nigeria would have been nice to be honest.
I mean, we’ve given you good servants over the years.
I don’t have to mention names. Do the needful next time. Thanks",1,133,1
2022-10-02 08:00:15+00:00,1.57648E+18,https://twitter.com/nwachi_official/status/1576482178825097217,nwachi_official,Twitter for iPhone,Not Your Business,@whitenigerian Happy independence while you are living outside Nigeria…you dey craze!!!,0,6339,0
2022-10-02 08:00:02+00:00,1.57648E+18,https://twitter.com/closefeed_bot/status/1576482123057446920,closefeed_bot,closefeed bot,Nigeria,Saturday's Independence Anniversary celebration was the first in the insurgency-ravaged Borno in 12 years. The post Borno celebrates first Independence Anniversary in 12 years appeared first on Premium Times Nigeria.,0,28,0
2022-10-02 07:59:59+00:00,1.57648E+18,https://twitter.com/TCCPH/status/1576482111363895296,TCCPH,Twitter for iPad,"Port Harcourt, Nigeria","Happy Independence Nigeria!
We celebrate freedom!
We celebrate Hope!! 
We are LIVE!!! Connect now https://t.co/Kmr79xSZa7 Facebook, or on our YouTube Channel.
#NationalDay2022 #NigeriaAt62  #TCCPH #TCCAbuja  #eChurch #ChurchWithoutBorders https://t.co/bFLB6cpbO8",1,1164,0
2022-10-02 07:59:43+00:00,1.57648E+18,https://twitter.com/Rahma_sadau/status/1576482042677989376,Rahma_sadau,Twitter for iPhone,"Abuja, Nigeria",HAPPY INDEPENDENCE DAY NIGERIA 🇳🇬💚✌🏻 https://t.co/hbKgk43ZDu,2806,932903,185
2022-10-02 07:59:34+00:00,1.57648E+18,https://twitter.com/olumi_place/status/1576482005994217472,olumi_place,Twitter for Android,"Lagos, Nigeria","It's our Independence anniversary and there are lots of lovely fact about this country. 

Let's share few: 
Are you aware we have over 500 indigenous languages spoken in Nigeria? 

Likewise we have over 250 ethnic group.
#Godblessnigeria
#IndependenceDay2022
#proudlynigerian https://t.co/wLVyKGrS2w",0,7,0
2022-10-02 07:59:29+00:00,1.57648E+18,https://twitter.com/MJbwoi/status/1576481983156211712,MJbwoi,Twitter for Android,Jos south plateau state,@officialEFCC @DanAkinway @EFCC_pad @OriladeTony Happy Independence day NIGERIA 🇳🇬,0,17,0
2022-10-02 07:56:44+00:00,1.57648E+18,https://twitter.com/KOKO_TV/status/1576481291507302400,KOKO_TV,WordPress.com,"Lagos State, Nigeria",Toyin Lawani Celebrates Nigeria’s Independence With Sizzling Semi-nude Photos https://t.co/wA4uoS83ZP,0,12236,0
2022-10-02 07:56:15+00:00,1.57648E+18,https://twitter.com/stanosula/status/1576481169486405632,stanosula,Twitter for Android,"Abuja, Nigeria","@ManUtd Yesterday was Nigeria's Independence Day,as A Man United Fan,Nigeria Account for a large number of United Fan Base worldwide,I didn't get the Update,I think this was an Unintended Omission, Was there such update I missed? @Mudi_Mats @rsibe @iamtenseven",1,438,0
2022-10-02 07:55:17+00:00,1.57648E+18,https://twitter.com/Legit2222/status/1576480926795587584,Legit2222,Twitter for Android,,"It means not subject to another's authority or jurisdiction; autonomous; free from. Nigeria is celebrating independence today. We are happy to be part of binanc.e
@Mr_Emoji07 @Fhakzzy @Samuelcrypto12 @holadele2 @gunpyr @festus_Sunday1 @EkehChideraSte1 @QuadryAdeleke
#TrueFreedom https://t.co/AE1OuV3kvs",0,3,0
2022-10-02 07:54:18+00:00,1.57648E+18,https://twitter.com/psakanni/status/1576480681378586627,psakanni,WordPress.com,"Brampton, Ontario","Nigeria Needs Independence From Corruption, Disunity, Poverty – Peter Obi https://t.co/oYV85gOaTt",0,2023,0
2022-10-02 07:54:16+00:00,1.57648E+18,https://twitter.com/OOyinkepreye/status/1576480671627096064,OOyinkepreye,Twitter for Android,,#ObiDatti2023 WE will have a true feeling of independence with @PeterObi A New New Nigeria is here! https://t.co/h9LUV5kwhD,4,457,1
2022-10-02 07:53:58+00:00,1.57648E+18,https://twitter.com/Adriensings8/status/1576480594753892352,Adriensings8,Twitter for Android,Brussels ,@thatsdax Man's never been to Nigeria and he be postin the independence ish,4,2672,0
2022-10-02 07:53:26+00:00,1.57648E+18,https://twitter.com/TheonlyLilDash/status/1576480464356769794,TheonlyLilDash,Twitter for iPhone,Pluto,@ManUtd You didn’t wish Nigeria happy independence yesterday 😒,1,955,0
2022-10-02 07:53:14+00:00,1.57648E+18,https://twitter.com/Lexraymond3/status/1576480412804972544,Lexraymond3,Twitter for Android,,Happy Independence Day @62 with nothing Nigeria Shall be great again,2,3,2
2022-10-02 07:52:54+00:00,1.57648E+18,https://twitter.com/MichaelDeleAja1/status/1576480327572152320,MichaelDeleAja1,Twitter for Android,Dusseldorf GERMANY.,@abikedabiri The Lord is your strength and guidance.. keep doing what you know best God willing NIGERIA shall get there sooner... Happy independence ❣️🎉❣️,0,40,0
2022-10-02 07:52:45+00:00,1.57648E+18,https://twitter.com/OzoCOzo1/status/1576480290062577664,OzoCOzo1,Twitter for Android,,"Nig have decided at 1st  Oct 2022,that @PeterObi is their mandate for 2023 presidential election. They have unanimously say no to tribe, religion, creed, party for sake Peter Obi.

This is the emancipation that will borne true independence of Nigeria.

Nig can be great again.",0,32,0
2022-10-02 07:52:34+00:00,1.57648E+18,https://twitter.com/TheKene1/status/1576480243652513792,TheKene1,Twitter for Android,Lagos,"Happy Independence Celebration, Nigeria. 
Are we truly an independent country even after 62 years?

#NigeriaAt62",3,1384,0
2022-10-02 07:52:13+00:00,1.57648E+18,https://twitter.com/Oluwarufus/status/1576480158336196608,Oluwarufus,Twitter Web App,Heaven on Earth,"""First Independence day out of Nigeria"" is a thing?",8,4281,0
2022-10-02 07:51:35+00:00,1.57648E+18,https://twitter.com/Lawandsocietym/status/1576479996759113729,Lawandsocietym,WordPress.com,"Abuja, Nigeria",Judicial Independence 62 years after Nigeria’s Independence https://t.co/H9LBaPYJa6,7,232,5
2022-10-02 07:51:10+00:00,1.57648E+18,https://twitter.com/iamAhmadOlolu/status/1576479891389702145,iamAhmadOlolu,Twitter for iPhone,Nigeria Ilorin ,"Photos from Nigeria’s 62nd Independence Anniversary celebrations held at the Eagle Square in Abuja. President @MBuhari, VP @ProfOsinbajo, President of the Senate, Speaker, House of Representatives and other top government officials attended. #NigeriaAt62 https://t.co/Ay2P7OTGVY",3,2174,0
2022-10-02 07:50:59+00:00,1.57648E+18,https://twitter.com/RealBTNetwork/status/1576479844942352384,RealBTNetwork,Twitter for iPhone,"Abuja, Nigeria","Photos from Nigeria’s 62nd Independence Anniversary celebrations held at the Eagle Square in Abuja. President @MBuhari, VP @ProfOsinbajo, President of the Senate, Speaker, House of Representatives and other top government officials attended. #NigeriaAt62 https://t.co/DccrQG01wL",5,188,1
2022-10-02 07:50:57+00:00,1.57648E+18,https://twitter.com/Fedfireng/status/1576479836083609601,Fedfireng,Twitter for iPhone,Nigeria,"62nd Independence Celebration.

The Controller General Federal Fire Service Engr. Jaji Olola Abdulganiyu MIFire.E, MNSE,  joins other top government functionaries to celebrate  62 years  anniversary of Nigeria  independence from colonial rule. https://t.co/GZPI2eAvIt",47,45584,7
2022-10-02 07:50:50+00:00,1.57648E+18,https://twitter.com/RealKSSO/status/1576479807176855553,RealKSSO,Twitter for iPhone,,"Photos from Nigeria’s 62nd Independence Anniversary celebrations held at the Eagle Square in Abuja. President @MBuhari, VP @ProfOsinbajo, President of the Senate, Speaker, House of Representatives and other top government officials attended. #NigeriaAt62 https://t.co/YdnH4C5oMj",4,227,0
2022-10-02 07:49:42+00:00,1.57648E+18,https://twitter.com/HappinessOneng2/status/1576479522794655745,HappinessOneng2,Twitter for Android,,@DumoLuluBriggs Happy independence to yhu too sir.....Nigeria nd rivers state will be great again,1,99,0
2022-10-02 07:49:08+00:00,1.57648E+18,https://twitter.com/mrfunnychief/status/1576479380196720640,mrfunnychief,Twitter for Android,"Warri, Nigeria",DAX Join celebrating Nigeria Independence https://t.co/5ieIB27o1l,0,181,0
2022-10-02 07:48:59+00:00,1.57648E+18,https://twitter.com/PenEffect/status/1576479344394137602,PenEffect,Twitter for iPhone,"Lagos, Nigeria",Happy Independence Day Nigeria https://t.co/CBCTunqxHF,1,368,0
2022-10-02 07:48:25+00:00,1.57648E+18,https://twitter.com/gentechnews/status/1576479201745866752,gentechnews,Twitter for Android,,"Buhari Inspects Last Independence Day Parade As Nigeria Celebrates 62nd Anniversary.
https://t.co/lbfBHvlXIR https://t.co/Vynh35PGxw",1,14,0
2022-10-02 07:48:01+00:00,1.57648E+18,https://twitter.com/Udokabestluv/status/1576479097475289089,Udokabestluv,WordPress.com,Nigeria,Nigeria @ 62: Peter Obi’s Full Independence Day Speech https://t.co/yWZjIwGbaj,0,186,0
2022-10-02 07:47:58+00:00,1.57648E+18,https://twitter.com/sirjaay/status/1576479088055058432,sirjaay,Twitter for Android,,"How a Peter Obi rally across several states in Nigeria eclipsed the country's independence day celebration is something you can only pretend to overlook.

APC and PDP, Anambra, Keyamo",6,348,1
2022-10-02 07:47:58+00:00,1.57648E+18,https://twitter.com/ablaaze/status/1576479085941108736,ablaaze,Twitter for iPhone,"Federal Capital Territory, Nigeria","The height of inferiority complex is to believe “ we got our independence too early” such a brainwashed mindset.

Are we like bunch of animals before the British invasion?. Only if some of you read Our history before colonisation. Go and read “ What Britain did to Nigeria please”",1,839,0
2022-10-02 07:47:21+00:00,1.57648E+18,https://twitter.com/craftspace_nft/status/1576478932303372288,craftspace_nft,Twitter for Android,,"Happy independence Nigeria🇳🇬 @62

Wizkid still remain most streamed African Artiste on Apple Music

Made In Lagos is the most streamed African Album on Apple Music

Essence is the most streamed Africa song on Apple Music
 #wizkidfc #wizkid #nigeria",0,54,0
2022-10-02 07:47:18+00:00,1.57648E+18,https://twitter.com/officiallyette/status/1576478920022855680,officiallyette,Twitter for iPhone,"Lagos, Nigeria","@EditiEffiong @EditiEffiong It’s a REVOLUTION 
#EndSARS #Obidients #OBIdientlyYUSful #ObiDatti2023 #4MillionMarch4PeterObi #NigeriaIndependence https://t.co/7ctZrtX3Ic",11,937,8
2022-10-02 07:47:12+00:00,1.57648E+18,https://twitter.com/haopatola/status/1576478894089289733,haopatola,Twitter for Android,"Lagos, Nigeria","Yesterday, A Lot If Y'all Thought It Unnecessary To Celebrate Nigeria's Independence Day.
NOTED.",0,172,0
2022-10-02 07:46:19+00:00,1.57648E+18,https://twitter.com/cryptomatiic/status/1576478671476428800,cryptomatiic,Twitter for Android,,"@thatsdax No matter how dispersed your home is, no one would help you put it in order, if you don't make positive effort required of you. Nigeria is our home let's put in the positive attitude and make it the BEST. 

Happy Independence Day",3,14,0
2022-10-02 07:46:01+00:00,1.57648E+18,https://twitter.com/padimi1/status/1576478595140423680,padimi1,Twitter for Android,"Lagos, Nigeria",Happy independence Day to you. We hope you find and gain Independence from every affliction . Join @padimi1 as we help you march towards  social security . Happy Independence Day Nigeria. https://t.co/y59BEEOo7s,0,119,1
2022-10-02 07:45:44+00:00,1.57648E+18,https://twitter.com/onemansquadez/status/1576478522625122304,onemansquadez,Twitter for Android,"Manchester, England","@ManUtd So sad 😭
But it's a shame to @ManUtd  that a country like Nigeria with billions of supporting fans celebrated their independence Day yesterday and you didn't post it shame",6,727,0
2022-10-02 07:45:23+00:00,1.57648E+18,https://twitter.com/AntiXenophobian/status/1576478435748159488,AntiXenophobian,Twitter for Android,Why u dey ask?😂,"We sang the National anthem in church this morning... All I saw were Nigerians who genuinely love their country and who are tired of the current state of the nation... A truly emotional experience for me. Happy Independence Nigeria ❤️💯

#Keyamo atiku Wike tinubu bbnaija",10,11735,1
2022-10-02 07:44:43+00:00,1.57648E+18,https://twitter.com/Ayeni907/status/1576478270635532288,Ayeni907,Twitter for iPhone,,"@Dereck_asibor @SavvyRinu I see people yapping nonsense here 
What are you celebrating about Nigeria’s independence,you would know it’s not worth celebrating if you happen to be one of this victims.A sane person must not be supporting any national celebration in Nigeria again .",0,88,0
2022-10-02 07:43:43+00:00,1.57648E+18,https://twitter.com/NwabugoDestiny/status/1576478016296738817,NwabugoDestiny,Twitter for Android,United States,"That was the last independence day celebration in Nigeria and Nigeria was no where to be found again . Now we celebrate independence day of Biafra , Oduduwa and Middle belt .
2023 is the year for all celebrants",1,74,0
2022-10-02 07:42:52+00:00,1.57648E+18,https://twitter.com/6ix9_don/status/1576477802370453504,6ix9_don,Twitter for Android,,wetin Nigeria gain after this independence https://t.co/khUkYeJMDg,0,73,0
2022-10-02 07:42:52+00:00,1.57648E+18,https://twitter.com/akhee_haruna/status/1576477801624272896,akhee_haruna,Twitter for Android,IBB Kwari market kano Nigeria ,"Those whose are in happy for the Nigeria independence they might had been among the hairs of the Nigeria 🇳🇬

I know nothing about🇳🇬Nigeria Independence🇳🇬, rather than these in the video https://t.co/GNjm281XCu",1,126,1
2022-10-02 07:42:39+00:00,1.57648E+18,https://twitter.com/insaynworld/status/1576477747349553153,insaynworld,Twitter for Android,LeoVerse,"@ManUtd has a huge fan base in Nigeria and Africa at large and you guys couldn't even wish us ""Happy Independence Day"" at least. You can do better.",0,1863,0
2022-10-02 07:42:19+00:00,1.57648E+18,https://twitter.com/Ekeminiephraim7/status/1576477665502330880,Ekeminiephraim7,Twitter for Android,,"@calculuxEx Happy independence day to all Nigerians
#Cax #Ibank #defi #btc #Nigeria",1,3,0
2022-10-02 07:42:13+00:00,1.57648E+18,https://twitter.com/iam_bakare/status/1576477638205767680,iam_bakare,Twitter for iPhone,"Ikeja, Nigeria",@ManUtd Couldn’t wish we Nigeria fans a Happy Independence Day yesterday 💀,2,676,0
2022-10-02 07:42:09+00:00,1.57648E+18,https://twitter.com/albertkillian4/status/1576477622544273408,albertkillian4,Twitter Web App,"Lagos, Nigeria","My best ever independence day celebration view.

Let's be guided and BE OBEDIENCE........... AND BUILD THIS only NATION NIGERIA https://t.co/RqLnAR7bIJ",0,49,0
2022-10-02 07:41:47+00:00,1.57648E+18,https://twitter.com/calvincasino/status/1576477528763424768,calvincasino,Twitter for iPhone,London England,Happy Independence Day to Nigeria. #NigeriaIndependence #NigeriaAt62 #Nigeria 🇳🇬😀🙂 https://t.co/Q7r8UjsaG1,0,1485,0
2022-10-02 07:41:35+00:00,1.57648E+18,https://twitter.com/BiafranTweets/status/1576477480571260928,BiafranTweets,Twitter for Android,Biafra ,"OPINION: The Joyful energy displayed on 1st October wasn't to mark Nigeria 62 Independence Day Celebration. It was a rally for the Obidient, to give FINAL hope to a Failed State, Nigeria. But Unfortunately, that HOPE will be Crashed by Nigeria Unworkable System at 2023 Election. https://t.co/4MZcxLYJnm",183,40263,192
2022-10-02 07:40:57+00:00,1.57648E+18,https://twitter.com/sogolar/status/1576477319354470400,sogolar,Twitter Web App,"Mowe, Nigeria","Still in the mood...

Happy 62nd independence anniversary Nigeria! https://t.co/uBJ0m3cfUi",0,53,0
2022-10-02 07:40:43+00:00,1.57648E+18,https://twitter.com/JoeEmy2/status/1576477263478296576,JoeEmy2,Twitter for Android,,@PeterObi Happy Independence sir. Nigeria is waiting for you. May God guide your steps. @PeterObi,0,3,0
2022-10-02 07:40:27+00:00,1.57648E+18,https://twitter.com/OseBrain/status/1576477195429875712,OseBrain,Twitter for Android,"Lagos, Nigeria","We Honor our country #NIGERIA.    
HAPPY INDEPENDENCE DAY https://t.co/DzB4G1mBos",1,54,1
